der;Bruder;brother;Br�der
die;Verf�gung;disposal;Verf�gungen
das;Fach;compartment, subject;F�cher
das;Herz;heart;Herzen
der;Kontakt;contact;Kontakte
die;Menge;quantity, amount;Mengen
der;Sommer;summer;Sommer
der;Unterschied;difference;Unterschiede
der;Anspruch;claim;Anspr�che
die;Antwort;answer, reply;Antworten
die;Verbindung;connection, link;Verbindungen
die;Vorstellung;idea, introduction;Vorstellungen
die;Anwendung;application, use;Anwendungen
das;Alter;age;Alter
die;Kosten;costs, expenses;
der;Patient;patient;Patienten
die;Polizei;police;Polizeien
das;Theater;theater;Theater
die;Ausbildung;training, development;Ausbildungen
die;Gefahr;danger;Gefahren
das;Ger�t;tool, piece of equipment, appliance;Ger�te
der;Kilometer;kilometer;Kilometer
die;Hilfe;help;Hilfen
der;Computer;computer;Computer
der;Dollar;dollar;Dollar
das;Verfahren;method, process, technique;Verfahren
der;Vertrag;contract;Vertr�ge
die;Ma�nahme;measure;Ma�nahmen
die;Mitte;middle;Mitten
die;Ordnung;order, tidiness;Ordnungen
der;Stoff;material, substance;Stoffe
der;Beginn;beginning;Beginne
das;Gl�ck;luck, fortune;
das;Wochenende;weekend;Wochenenden
der;Professor;professor;Professoren
die;Reihe;row, line;Reihen
der;Westen/West;west;
die;Bev�lkerung;population, people;Bev�lkerungen
das;Institut;institute;Institute
der;Osten/Ost;east;
die;Schwester;sister;Schwestern
die;Erde;earth, ground, soil;Erden
die;Ebene;plane, level;Ebenen
die;Reise;journey, trip;Reisen
die;Einheit;unity, unit;Einheiten
das;Haar;hair;Haare
das;L�cheln;smile;L�cheln
die;N�he;vicinity, proximity;
das;Prinzip;principle;Prinzipien
der;Vorteil;advantage;Vorteile
die;Struktur;structure;Strukturen
der;Autor;author;Autoren
die;Bedingung;condition, stipulation;Bedingungen
das;Risiko;risk;Risiken
die;Wahl;choice, election;Wahlen
die;Wirkung;effect;Wirkungen
der;Brief;letter;Briefe
die;Gr��e;size, height;Gr��en
die;Medien;media;
die;Macht;power, strength;M�chte
die;Untersuchung;examination, investigation;Untersuchungen
die;Ver�nderung;change;Ver�nderungen
die;Daten;data;
der;Einfluss;influence;Einfl�sse
die;Methode;method;Methoden
die;Organisation;organization;Organisationen
die;Liebe;love;Lieben
die;Rede;speech, talk;Reden
der;Sport;sport;Sporte
der;Augenblick;moment;Augenblicke
die;Diskussion;discussion, debate;Diskussionen
die;Forderung;demand, claim;Forderungen
der;Kreis;circle, district;Kreise
die;Technik;technology, technique;Techniken
der;Versuch;attempt, experiment;Versuche
das;Schweigen;silence;
die;Krankheit;illness, disease;Krankheiten
die;Schwierigkeit;difficulty;Schwierigkeiten
die;T�tigkeit;activity;T�tigkeiten
die;Voraussetzung;condition, requirement;Voraussetzungen
der;Kampf;fight, struggle;K�mpfe
der;K�nstler;artist;K�nstler
die;Region;region;Regionen
der;Eindruck;impression;Eindr�cke
die;Reaktion;reaction;Reaktionen
der;Beitrag;contribution;Beitr�ge
das;Konzept;draft, plan;Konzepte
die;Linie;line;Linien
der;Mund;mouth;M�nder
der;Wunsch;wish;W�nsche
der;Artikel;article;Artikel
der;Gegensatz;opposite, contrast;Gegens�tze
das;Kapitel;chapter;Kapitel
die;Literatur;literature;Literaturen
der;R�cken;back;R�cken
die;Zelle;cell;Zellen
die;Aussage;statement;Aussagen
der;B�rger;citizen;B�rger
der;Himmel;sky, heaven;Himmel
der;Inhalt;contents, plot;Inhalte
die;Wand;wall;W�nde
die;Bibliothek;library;Bibliotheken
die;Farbe;color;Farben
der/die;Jugendliche;adolescent;Jugendliche
das;Ma�;measure;Ma�e
der;Ansatz;approach, attempt;Ans�tze
der;Aspekt;aspect;Aspekte
das;Bein;leg;Beine
die;Erinnerung;memory;Erinnerungen
die;Kenntnis;knowledge;Kenntnisse
der;Kurs;course, exchange rate;Kurse
das;Papier;paper;Papiere
die;Sekunde;second;Sekunden
die;Sonne;sun;
der;Umstand;circumstance;Umst�nde
die;Wissenschaft;science;Wissenschaften
der;Garten;garden;G�rten
die;K�che;kitchen, cuisine;K�chen
die;Wirklichkeit;reality;Wirklichkeiten
der;Druck;pressure, printing;Drucke
das;Essen;food, meal;Essen
die;Grundlage;basis;Grundlagen
der;Zustand;condition, state;Zust�nde
die;H�lfte;half;H�lften
das;Meer;sea, ocean;Meere
der;Dienst;service, duty;Dienste
der;Gegenstand;object;Gegenst�nde
der;Plan;plan;Pl�ne
der;Zeitpunkt;moment, point in time;Zeitpunkte
der;Auftrag;instructions, order, job;Auftr�ge
der;Baum;tree;B�ume
die;Freude;joy;Freuden
die;Gemeinde;community, municipality;Gemeinden
der;Hinweis;hint;Hinweise
das;Netz;net, network;Netze
die;Position;position;Positionen
der;Schluss;end, conclusion;Schl�sse
die;Bundesrepublik;Federal Republic;Bundesrepubliken
die;Forschung;research;Forschungen
das;Glas;glass;Gl�ser
die;Haut;skin;H�ute
die;Praxis;practice, doctor's office;Praxen
der;Wald;forest, woods;W�lder
der;Ausdruck;term, expression;Ausdr�cke
der;Finger;finger;Finger
die;Freundin;friend;Freundinnen
der;Roman;novel;Romane
die;Sicht;view, visibility;Sichten
die;Theorie;theory;Theorien
die;Umwelt;environment;Umwelten
der;Haushalt;household, budget;Haushalte
der;Hund;dog;Hunde
die;Maschine;machine;Maschinen
die;Nummer;number;Nummern
der;Politiker;politician;Politiker
das;Team;team;Teams
der;Titel;title;Titel
der;Verein;association, club;Vereine
das;Fernsehen;television;
die;Schulter;shoulder;Schultern
die;Unterst�tzung;support;
das;Zeichen;sign;Zeichen
das;Material;material;Materialien
die;Produktion;production;Produktionen
der;Rest;rest, remains;Reste
die;Ruhe;silence, peace;
der;Schaden;damage;Sch�den
der;Soldat;soldier;Soldaten
die;Sorge;worry;Sorgen
die;Tatsache;fact;Tatsachen
die;Umgebung;surroundings;Umgebungen
das;Volk;people;V�lker
der;Wagen;car, carriage;Wagen
der;Wind;wind;Winde
der;Zweck;purpose;Zwecke
der;Angriff;attack;Angriffe
der;Antrag;application;Antr�ge
der/das;Grad;degree;Grade
der;Job;job;Jobs
die;�ffentlichkeit;public;
der;Schutz;protection;Schutze
der;Anteil;share, portion;Anteile
der/die;Besch�ftigte;employee;Besch�ftigte
der;Besuch;visit;Besuche
die;Energie;energy;Energien
die;Erkl�rung;explanation;Erkl�rungen
der;Gang;corridor, aisle, course;G�nge
der;Lauf;course, running;L�ufe
der;Unterricht;instruction, classes;Unterrichte
das;Zentrum;center;Zentren
das;Amt;office, department, function;�mter
der;Anschlag;attack;Anschl�ge
das;Ausland;foreign countries;
die;Behandlung;treatment;Behandlungen
die;Einrichtung;institution, furnishings;Einrichtungen
das;Feld;field;Felder
die;Hochschule;college, university;Hochschulen
das;Hotel;hotel;Hotels
das;Publikum;public, audience;Publika
die;Studie;study;Studien
der/die;Vorsitzende;chairperson;Vorsitzenden
die;Analyse;analysis;Analysen
die;Spur;track, lane;Spuren
der;Berg;hill, mountain;Berge
die;Erkenntnis;realization, discovery;Erkenntnisse
der;Faktor;factor;Faktoren
der;Fehler;mistake, error;Fehler
die;Freiheit;freedom;Freiheiten
die;Freizeit;spare time;Freizeiten
die;Gegend;area, region;Gegenden
die;Kritik;criticism, review;Kritiken
der;Partner;partner;Partner
der;See;lake;Seen
die;See;sea;Seen
der;Typ;type;Typen
das;Ereignis;event;Ereignisse
die;Kontrolle;inspection;Kontrollen
das;Objekt;object;Objekte
das;Opfer;sacrifice, victim;Opfer
der;Sprecher;speaker;Sprecher
der;Arbeitsplatz;workplace, job;Arbeitspl�tze
die;Aufnahme;reception, recording, snapshot;Aufnahmen
die;F�higkeit;ability, capability;F�higkeiten
die;Karte;card, ticket, menu;Karten
der;Urlaub;vacation, holiday;Urlaube
die;Verantwortung;responsibility;Verantwortungen
die;Wahrheit;truth;Wahrheiten
das;Geb�ude;building;Geb�ude
der;Gesellschafter;associate, shareholder;Gesellschafter
das;Jahrzehnt;decade;Jahrzehnte
der;Norden/Nord;north;
das;Ohr;ear;Ohren
die;Pr�fung;examination, test;Pr�fungen
die;Regelung;regulation, settlement;Regelungen
das;Schiff;ship;Schiffe
die;Ausstellung;exhibition;Ausstellungen
der;Bezug;reference, cover;Bez�ge
die;Bitte;request;Bitten
die;Hoffnung;hope;Hoffnungen
der;Band;volume, tome;B�nder
die;Band;band (musical);B�nder
das;Band;ribbon, tape;B�nder
der;Bericht;report;Berichte
die;Einstellung;attitude, employment;Einstellungen
das;Gericht;court, dish;Gerichte
der;Gewinn;profit;Gewinne
der;K�nig;king;K�nige
der;Sieg;victory;Siege
die;Tat;deed;Taten
der;Traum;dream;Tr�ume
die;Union;union;Unionen
der;Besucher;visitor;Besucher
der;Bund;association, alliance;B�nde
der;Direktor;director;Direktoren
die;Geographie;geography;Geographien
der;Hintergrund;background;Hintergr�nde
die;Qualit�t;quality;Qualit�ten
der;Rand;edge;R�nder
die;Vergangenheit;past;
der;Abschnitt;portion, section;Abschnitte
der;Bauer;farmer;Bauern
die;Ehe;marriage;Ehen
die;Ursache;cause;Ursachen
der;Verlust;loss;Verluste
der;Winter;winter;Winter
der;Zuschauer;spectator;Zuschauer
die;Anzahl;number;
die;Insel;island;Inseln
das;Instrument;instrument;Instrumente
die;Nachricht;news, message;Nachrichten
die;Pflanzen;plant;
die;St�rung;disturbance, interruption;St�rungen
der;Vertreter;representative;Vertreter
der;Vorschlag;suggestion, proposal;Vorschl�ge
der;Zentimeter;centimeter;Zentimeter
der;Abstand;distance;Abst�nde
die;Bildung;education;Bildungen
die;Eigenschaft;quality;Eigenschaften
die;Generation;generation;Generationen
der;Leiter;leader;Leitern
die;Leiter;ladder;Leitern
der;Abschluss;end, conclusion;Abschl�sse
das;Blatt;sheet, leaf;Bl�tter
der;Geist;mind, spirit;Geister
das;Interview;interview;Interviews
das;Semester;semester;
der;Stand;stand, stage;St�nde
die;Tradition;tradition;Traditionen
die;Anlage;sport complex, investment, attachment;Anlagen
die;Beh�rde;department, authorities;Beh�rden
die;B�hne;stage;B�hnen
die;Dame;lady;Damen
das;Element;element;Elemente
die;Gelegenheit;opportunity;Gelegenheiten
der;Hof;courtyard, yard;H�fe
die;Kommunikation;communication;Kommunikationen
die;Mama;mamma;Mamas
das;Museum;museum;Museen
die;Nutzung;use;Nutzungen
die;Basis;basis;Basen
die;Ecke;corner;Ecken
der;Herbst;autumn;Herbste
das;Kriterium;criterion;Kriterien
der;Terror;terror;
das;Verst�ndnis;understanding;Verst�ndnisse
die;Zusammenarbeit;cooperation;Zusammenarbeiten
die;Ansicht;opinion, view;Ansichten
die;Auseinandersetzung;argument, quarrel;Auseinandersetzungen
die;Bahn;train, railway, way;Bahnen
die;B�rgermeister;mayor;B�rgermeister
die;Definition;definition;Definitionen
das;Flugzeug;airplane;Flugzeuge
das;Foto;photograph;Fotos
die;Masse;mass, crowd;Massen
die;Nation;nation;Nationen
die;Phase;phase;Phasen
der;Stein;rock, stone;Steine
der;Ton;sound, tone, clay;Tone
die;Veranstaltung;event;Veranstaltungen
die;�nderung;change;�nderungen
die;Ausnahme;exception;Ausnahmen
der;Bau;construction, building;Bauten
das;Hobby;hobby;Hobbys
der;Kaffee;coffee;Kaffees
der;Konflikt;conflict;Konflikte
die;Leitung;management, leadership, pipe;Leitungen
die;Lust;desire;L�ste
die;Mehrheit;majority;Mehrheiten
der;Nachmittag;afternoon;Nachmittage
die;Rechnung;bill, calculation;Rechnungen
das;Schloss;lock, castle;Schl�sser
die;Aktivit�t;activity;Aktivit�ten
das;Dach;roof;D�cher
das;Fest;festival, celebration;Feste
der;Kandidat;candidate;Kandidaten
die;Landschaft;landscape, countryside;Landschaften
die;Mannschaft;crew, team;Mannschaften
die;Mauer;wall;Mauern
die;Runde;round;Runden
der;Stern;star;Sterne
der;Experte;expert;Experten
die;Gestalt;shape, form, figure;Gestalten
der;Laden;shop;L�den
der;Meister;master;Meister
die;Stellung;position, standing;Stellungen
der;Zugang;access;Zug�nge
die;Branche;sector, line of business;Branchen
die;Figur;figure;Figuren
der;Frieden;peace;
die;Industrie;industry;Industrien
der;Umgang;dealings, contact;Umg�nge
der;Vorgang;occurrence;Vorg�nge
das;Wachstum;growth;
das;B�ro;office;B�ros
die;Darstellung;presentation, description;Darstellungen
der;Fu�ball;soccer, football;Fu�b�lle
die;Gewalt;violence, force;Gewalten
die;Institution;institution;Institutionen
die;Katze;cat;Katzen
der;Konzern;business group;Konzerne
das;Lager;camp, storeroom;Lager
die;Lehre;apprenticeship, lesson, doctrine;Lehren
das;Pferd;horse;Pferde
der;Rat;advice;R�te
der;Schatten;shadow, shade;Schatten
die;Spitze;point, top, peak;Spitzen
die;Strecke;distance, route;Strecken
die;Szene;scene;Szenen
die;Weltmeisterschaft;world championship;Weltmeisterschaften
das;Blut;blood;Blute
die;Dauer;length of time;Dauern
das;Feuer;fire;Feuer
das;Gymnasium;secondary school;Gymnasien
die;Konsequenz;consequence;Konsequenzen
die;Nase;nose;Nasen
der;Stuhl;chair;St�hle
der;S�den/S�d;south;
das;Tor;gate, goal;Tore
der;Verband;association, bandage;Verb�nde
die;Aktie;share;Aktien
die;Aktion;action, campaign;Aktionen
der;Anlass;occasion, cause;Anl�sse
die;Ausgabe;distribution, edition, expenses;Ausgaben
der;Ausl�nder;foreigner;Ausl�nder
das;Bundesland;state, province;Bundesl�nder
der;Club;club;Clubs
der;Fluss;river;Fl�sse
die;F�hrung;management, leadership, command;F�hrungen
die;Geschwindigkeit;speed;Geschwindigkeiten
das;Gut;estate, goods;G�ter
die;Medizin;medicine;Medizinen
der;Nachbar;neighbor;Nachbarn
die;Software;software;Softwares
die;Stufe;step, level;Stufen
das;Telefon;telephone;Telefone
der;Terrorismus;terrorism;
der;Trainer;coach;Trainer
der;Zweifel;doubt;Zweifel
die;Anforderung;request, demand;Anforderungen
das;Bad;bath, bathroom, spa;B�der
die;Belastung;load, strain;Belastungen
der;Bus;bus;Busse
der;Effekt;effect;Effekte
die;Messe;trade fair, mass;Messen
der;Umfang;circumference, size, extent;Umf�nge
die;Vorschrift;instruction, regulation;Vorschriften
das;Fahrrad;bicycle;Fahrr�der
die;Kommission;commission, committee;Kommissionen
das;Krankenhaus;hospital;Krankenh�user
der;Mangel;lack, shortage, defect;M�ngel
der;Richter;judge;Richter
der;Terrorist;terrorist;Terroristen
das;Urteil;sentence, judgement;Urteile
der;Anbieter;supplier;Anbieter
die;Decke;ceiling, blanket;Decken
der;Fisch;fish;Fische
das;Fleisch;meat, flesh;
die;Jugend;youth;
der;Schmerz;pain, grief;Schmerzen
die;Schuld;guilt;Schulden
die;Stimmung;mood, atmosphere;Stimmungen
die;Tasche;pocket, bag;Taschen
der;Wein;wine;Weine
die;Welle;wave;Wellen
der;Wettbewerb;competition;Wettbewerbe
das;Wetter;weather;Wetter
die;Alternative;alternative;Alternativen
die;Auswirkung;effect;Auswirkungen
das;Bed�rfnis;need;Bed�rfnisse
die;Haltung;posture, attitude;Haltungen
der;Leser;reader;Leser
die;Tante;aunt;Tanten
die;Temperatur;temperature;Temperaturen
die;Waffe;weapon;Waffen
die;Ware;goods;Waren
die;Ahnung;suspicion, idea;Ahnungen
die;Brust;breast, chest;Br�ste
die;Einf�hrung;introduction;Einf�hrungen
die;Fahrt;drive, trip;Fahrten
die;F�rderung;support, sponsorship;F�rderungen
das;Kleid;dress;Kleider
die;Koalition;coalition;Koalitionen
die;L�nge;length;L�ngen
das;Loch;hole;L�cher
der;Manager;manager;Manager
die;Quelle;source, spring;Quellen
der;Regen;rain;
die;Religion;religion;Religionen
der;Spieler;player;Spieler
die;Summe;sum;Summen
der;Termin;appointment, date;Termine
der;Test;test;Tests
der;Tourist;tourist;Touristen
der;Umsatz;turnover, sales;Ums�tze
das;Vertrauen;trust, faith;
die;Verwendung;use;Verwendungen
der;Vorwurf;reproach, accusation;Vorw�rfe
der;Wissenschaftler;scholar, scientist;Wissenschaftler
das;Bier;beer;Biere
die;Bundesregierung;federal government;Bundesregierungen
das;Konzert;concert;Konzerte
die;Krise;crisis;Krisen
die;Landwirtschaft;agriculture;Landwirtschaften
das;Leid;sorrow, grief;
das;Lied;song;Lieder
das;Merkmal;feature;Merkmale
das;Parlament;parliament;Parlamente
die;Pause;pause, break;Pausen
die;Perspektive;perspective, prospects;Perspektiven
das;Ph�nomen;phenomenon;Ph�nomene
die;Realit�t;reality;Realit�ten
die;Suche;search;Suchen
der;Weltkrieg;world war;Weltkriege
der;Arbeitgeber;employer;Arbeitgeber
der;Aufbau;construction, structure;Aufbauten
die;Bestimmungen;regulation, purpose, fate;
die;Botschaft;message;Botschaften
das;Brot;bread;Brote
die;Flasche;bottle;Flaschen
die;Formel;formula;Formeln
der;Fortschritt;progress;Fortschritte
der;Geburtstag;birthday;Geburtstage
die;Gegenwart;present;
die;Hauptstadt;capital city;Hauptst�dte
die;M�he;effort, trouble;M�hen
die;Nachfrage;demand;Nachfragen
die;Pflicht;duty;Pflichten
der;Studiengang;course of study;
der;Teilnehmer;participant;Teilnehmer
der;Wille;will;Willen
die;Debatte;debate;Debatten
die;Fremdsprache;foreign language;Fremdsprachen
der;Gegner;opponent, competitor, enemy;Gegner
die;Hinsicht;respect;Hinsichten
der;K�ufer;buyer;K�ufer
das;Kilogramm;kilogram;Kilogramme
die;Verwaltung;administration;Verwaltungen
die;Weile;while;Weilen
die;Adresse;address;Adressen
der;Betrag;amount;Betr�ge
der;Hals;neck, throat;H�lse
die;Heimat;home, homeland;Heimaten
der;Kauf;purchase;K�ufe
das;Kino;cinema, movie theater;Kinos
die;Konkurrenz;competition;Konkurrenzen
die;Mathematik;mathematics;
die;Schicht;layer, class;Schichten
der;Schwerpunkt;main emphasis, center of gravity;Schwerpunkte
der;Streit;argument, fight;Streite
die;Verhandlung;negotiation;Verhandlungen
der;Ablauf;expiry, action;Abl�ufe
der;Arbeitnehmer;employee;Arbeitnehmer
das;Drittel;third;Drittel
der/die;Erwachsene;adult, grown-up;Erwachsene
der;Fahrer;driver;Fahrer
das;Gegenteil;opposite;Gegenteile
die;Gemeinschaft;community;Gemeinschaften
die;Gewerkschaft;trade union;Gewerkschaften
der;Handel;trade;H�ndel
der;Kanzler;chancellor;Kanzler
das;Management;management;Managements
der;Millimeter;millimeter;Millimeter
der;Minister;minister;Minister
der;Nachteil;disadvantage;Nachteile
die;Platte;disk, record, plate;Platten
der;Sitz;seat, headquarters;Sitze
der;Start;start, take-off, launch;Starts
die;Tabelle;table, chart;Tabellen
der;Tourismus;tourism;
der;Verdacht;suspicion;Verdachte
der;Vogel;bird;V�gel
der;Widerstand;resistance, opposition;Widerst�nde
der/die;Beamte;official, civil servant;Beamte
die;Investition;investment;Investitionen
die;Planung;planning, plan;Planungen
der;Polizist;policeman;Polizisten
der;Schriftsteller;writer;Schriftsteller
die;St�rke;strength;St�rken
die;Steuer;tax;Steuern
das;Steuer;steering wheel, helm;Steuern
die;Therapie;therapy;Therapien
die;�berlegung;thought, thinking;�berlegungen
der;Verkehr;traffic;Verkehre
die;Verletzung;injury;Verletzungen
der/die;Abgeordnete;member of the parliament, congress;
der;Anschluss;connection;Anschl�sse
die;Armee;army;Armeen
die;Atmosph�re;atmosphere;Atmosph�ren
die;Auswahl;choice, selection;Auswahlen
die;Beschreibung;description;Beschreibungen
das;Boot;boat;Boote
die;Einnahmen;income, receipts, revenue;
die;Erkrankung;illness, disease;Erkrankungen
die;Fl�che;area, surface;Fl�chen
der;Flughafen;airport;Flugh�fen
das;Gehirn;brain;Gehirne
die;Gesundheit;health;
der;Park;park;Parks
der;PC;computer;
die;Physik;physics;
die;Post;mail, post office;Posten
die;Saison;season;Saisons
die;Stirn;forehead;Stirnen
die;Strategie;strategy;Strategien
der;Wechsel;change;Wechsel
der;Alltag;workday, daily routine;
der;Auftritt;appearance, entrance;Auftritte
der;Bahnhof;railway station;Bahnh�fe
der;Bundeskanzler;federal chancellor;Bundeskanzler
die;Demokratie;democracy;Demokratien
die;Erwartung;expectation;Erwartungen
das;Fahrzeug;vehicle;Fahrzeuge
die;Fotografie;photography;Fotografien
der;Hersteller;manufacturer, producer;Hersteller
das;Holz;wood;H�lzer
das;Knie;knee;Knie
die;Kombination;combination;Kombinationen
die;Liste;list;Listen
das;Niveau;level, standard;Niveaus
der;Pfarrer;pastor;Pfarrer
das;Schicksal;fate;Schicksale
die;Schrift;script, handwriting;Schriften
der;Standort;site, location;Standorte
der;Verlag;publishing company;Verlage
der;Zeltraum;period of time;
die;Abteilung;department;Abteilungen
der;Beweis;proof, evidence;Beweise
das;Detail;detail;Details
die;Dimension;dimension;Dimensionen
der;Forscher;researcher;Forscher
die;Integration;integration;Integrationen
die;Kasse;cash register, checkout;Kassen
die;Kategorie;category;Kategorien
der;Organismus;organism;Organismen
das;Radio;radio;Radios
der;Unfall;accident;Unf�lle
die;Verbesserung;improvement;Verbesserungen
die;Verpflichtung;commitment, obligation;Verpflichtungen
das;Abitur;school leaving exam, A levels;Abiture
der;Bedarf;need, demand;Bedarfe
die;Beratung;advice, discussion, consultation;Beratungen
die;Besch�ftigung;employment, job, activity, occupation;Besch�ftigungen
die;Betrachtung;contemplation, examination;Betrachtungen
das;Fr�hjahr;spring;Fr�hjahre
das;Gewicht;weight;Gewichte
der;Journalist;journalist;Journalisten
